編號,車位類別,車位價格,車位面積平方公尺
RPWNMLNLNHMFFFH66CA,坡道平面,850000,19.99
RPXNMLNLNHMFFFH76CA,坡道平面,700000,19.99
RPWOMLOJPHMFFEH76CA,坡道平面,0,
RPSPMLMKOHMFFEH88CA,坡道平面,1400000,31.67
RPTPMLMKOHMFFEH98CA,坡道平面,1400000,31.67
RPUPMLMKOHMFFEH09CA,坡道平面,1400000,31.67
RPVPMLMKOHMFFEH56CA,坡道平面,1300000,31.67
RPTNMLNJOHMFFEH78CA,坡道平面,0,
RPOOMLNJOHMFFEH38CA,坡道平面,1360000,30.80
RPSOMLLJOHMFFEH58CA,坡道平面,1350000,24.49
RPPOMLQKOHMFFDH78CA,坡道平面,1150000,
RPTNMLMLNHMFFEH78CA,坡道平面,0,35.14
RPVNMLNLNHMFFEH09CA,坡道平面,0,26.28
RPVPMLNLNHMFFEH66CA,坡道平面,1050000,31.19
RPVPMLNLNHMFFEH66CA,坡道平面,1050000,31.19
RPWPMLNLNHMFFEH76CA,坡道平面,1400000,31.19
RPWPMLNLNHMFFEH76CA,坡道平面,1400000,31.19
RPSQMLNLNHMFFEH09CA,坡道平面,0,25.96
RPSQMLNLNHMFFEH09CA,坡道平面,0,25.96
RPWNMLOLNHMFFEH66CA,坡道平面,0,23.43
RPWNMLOLNHMFFEH66CA,坡道平面,0,23.43
RPTQMLQJOHMFFDH66CA,坡道平面,1100000,30.95
RPUQMLQJOHMFFDH76CA,坡道平面,1150000,30.95
RPUOMLPKOHMFFDH56CA,坡道平面,1250000,
RPROMLQKOHMFFDH98CA,坡道平面,1250000,
RPPNMLPLNHMFFCH48CA,坡道平面,780000,36.45
RPPNMLQLNHMFFCH58CA,坡道平面,0,36.45
RPROMLNLNHMFFCH58CA,一樓平面,0,
RPURMLQKOHMFFBH76CA,坡道平面,0,
RPSRMLMKOHMFFBH78CA,坡道平面,0,
RPUOMLNKOHMFFBH78CA,坡道平面,1200000,33.35
RPVOMLNKOHMFFBH88CA,坡道平面,1250000,31.26
RPWOMLNKOHMFFBH98CA,坡道平面,1300000,33.35
RPTQMLNKOHMFFBH88CA,坡道平面,0,23.67
RPUQMLNKOHMFFBH98CA,坡道平面,0,23.67
RPTOMLPKOHMFFBH88CA,坡道平面,0,33.01
RPTOMLPKOHMFFBH88CA,坡道平面,0,33.01
RPPPMLQJOHMFFDH78CA,坡道平面,1150000,30.95
RPQPMLQJOHMFFDH88CA,坡道平面,1200000,30.95
RPRPMLQJOHMFFDH98CA,坡道平面,1200000,30.92
RPVNMLPJOHMFFDH09CA,坡道平面,1350000,30.95
RPRNMLOLNHMFFDH68CA,坡道平面,0,
RPOPMLSJOHMFFCH78CA,坡道平面,1000000,25.05
RPWOMLNLNHMFFDH56CA,坡道平面,0,
RPQPMLLMNHMFFAH38DA,其他,0,
RPUNMLMLNHMFFEH09EA,坡道平面,0,
RPOOMLLMNHMFFGH68DA,坡道平面,1100000,32.27
RPUPMLMLNHMFFBH98EA,坡道平面,0,
RPWNMLNLNHMFFGH86DA,坡道平面,0,33.83
RPSNMLNKOHMFFHH09CA,坡道平面,0,
RPSNMLNKOHMFFHH09CA,坡道平面,0,
RPSNMLNKOHMFFHH09CA,坡道平面,0,
RPXNMLQLNHMFFHH27CA,坡道平面,0,35.34
RPQSMLQLNHMFFBH56DA,坡道平面,1000000,
RPVOMLLMNHMFFBH88DA,坡道平面,1300000,32.55
RPPRMLMJOHMFFAH38DA,坡道平面,0,
RPQQMLLMNHMFFEH88DA,坡道平面,0,28.99
RPUNMLOLNHMFFEH56DA,一樓平面,0,
RPUPMLTJOHMFFBH86DA,坡道平面,0,10.45
RPPNMLNLNHMFFHH78CA,坡道平面,0,
RPPNMLNLNHMFFHH78CA,坡道平面,0,
RPTOMLTJOHMFFGH07CA,坡道平面,1700000,26.83
SPTOMLTJOHMFFGH17CA,坡道平面,1900000,26.83
RPPNMLLLOHMFFFH48CA,坡道平面,0,
RPSOMLPKOHMFFFH56CA,坡道平面,0,
RPROMLOKOHMFFCH68CA,坡道平面,0,
RPPOMLPKOHMFFCH58CA,坡道平面,0,
RPVOMLSJOHMFFCH76CA,坡道平面,1100000,25.05
RPWOMLSJOHMFFCH86CA,坡道平面,1100000,25.05
RPUNMLMJOHMFFCH58CA,坡道平面,0,
RPUNMLMJOHMFFCH58CA,坡道平面,0,
RPROMLKLOHMFFDH48CA,一樓平面,0,
RPPPMLPLNHMFFEH88CA,坡道平面,1100000,34.83
RPRNMLQLNHMFFEH98CA,坡道平面,0,
RPPNMLLMNHMFFEH38CA,坡道平面,1100000,30.31
RPTNMLPJOHMFFFH09CA,坡道平面,0,
RPROMLQLNHMFFFH56CA,坡道平面,0,35.87
RPPNMLQLNHMFFFH88CA,坡道平面,0,
RPOQMLSJOHMFFFH56CA,坡道平面,1350000,25.78
RPPQMLSJOHMFFFH66CA,坡道平面,1400000,25.78
RPUNMLMKOHMFFFH98CA,坡道平面,1400000,23.45
RPSPMLSJOHMFFFH86CA,坡道平面,1200000,29.85
RPTPMLSJOHMFFFH96CA,坡道平面,1300000,29.85
RPUPMLSJOHMFFFH07CA,坡道平面,1300000,29.85
RPSPMLNLNHMFFAH58CA,坡道平面,0,
RPSNMLNLNHMFFAH38CA,坡道機械,0,
RPUOMLOLNHMFFAH78CA,坡道平面,0,28.05
